pais,nombre,puntos,precio,provincia,region_1,region_2,variedad,vina,titulo_resena
Estados Unidos,,92,45.0,California,Rutherford,Napa,Cabernet Sauvignon,Foley Johnson,Foley Johnson 2013 Cabernet Sauvignon (Rutherford)
Estados Unidos,,85,22.0,California,Napa Valley,Napa,Pinot Grigio,Benessere,Benessere 2015 Pinot Grigio (Napa Valley)
Francia,Terres Brûlées,89,57.0,Rhône Valley,Cornas,,Syrah,Jean-Luc Colombo,Jean-Luc Colombo 2014 Terres Brûlées  (Cornas)
Estados Unidos,Bench Break Vineyard,87,25.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria,Cambria 2000 Bench Break Vineyard Chardonnay (Santa Maria Valley)
Estados Unidos,,93,150.0,California,Rutherford,Napa,Bordeaux-style Red Blend,Winston Hill,Winston Hill 2008 Red (Rutherford)
Estados Unidos,,92,45.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Abeja,Abeja 2010 Cabernet Sauvignon (Columbia Valley (WA))
Nueva Zelanda,Jill's Vineyard,87,28.0,Central Otago,,,Pinot Noir,Rowland,Rowland 2000 Jill's Vineyard Pinot Noir (Central Otago)
Francia,La Reine Des Bois,89,34.0,Rhône Valley,Tavel,,Rosé,Domaine de la Mordorée,Domaine de la Mordorée 2014 La Reine Des Bois  (Tavel)
Italia,Riserva,92,75.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Marchesato degli Aleramici,Marchesato degli Aleramici 2006 Riserva  (Brunello di Montalcino)
Estados Unidos,Les Dijonnais,92,52.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Brick House,Brick House 2012 Les Dijonnais Pinot Noir (Ribbon Ridge)
Francia,,91,85.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Ségur de Cabanac,Château Ségur de Cabanac 2009  Saint-Estèphe
España,Brut Rosé,87,15.0,Catalonia,Cava,,Pinot Noir,Codorníu,Codorníu NV Brut Rosé Pinot Noir (Cava)
Estados Unidos,Aromatic Blend,88,12.0,Washington,Washington,Washington Other,Ensamblaje Blanco,Eufloria,Eufloria 2014 Aromatic Blend White (Washington)
Argentina,Rosé of,88,10.0,Mendoza,Mendoza,,Malbec,Bodini,Bodini 2016 Rosé of Malbec (Mendoza)
Estados Unidos,McKinley Springs Vineyard,89,20.0,Washington,Horse Heaven Hills,Columbia Valley,Petit Verdot,Cor Cellars,Cor Cellars 2008 McKinley Springs Vineyard Petit Verdot (Horse Heaven Hills)
España,,87,17.0,Northern Spain,Getariako Txakolina,,Ensamblaje Blanco,Finca Jakue,Finca Jakue 2015 White (Getariako Txakolina)
Francia,La Chapelle Vieilles Vignes,86,18.0,Loire Valley,Anjou,,Cabernet Franc,Château de Fesles,Château de Fesles 2011 La Chapelle Vieilles Vignes Cabernet Franc (Anjou)
Francia,Château de Beauregard,83,,Burgundy,Pouilly-Fuissé,,Chardonnay,Joseph Burrier,Joseph Burrier 2012 Château de Beauregard  (Pouilly-Fuissé)
Italia,,87,36.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Corte Lenguin,Corte Lenguin 2004  Amarone della Valpolicella Classico
Estados Unidos,Sustainable White,84,11.0,California,Mendocino County,,Ensamblaje Tinto,Parducci,Parducci 2006 Sustainable White Red (Mendocino County)
Estados Unidos,8 Clones Red Willow Vineyard,92,35.0,Washington,Yakima Valley,Columbia Valley,Syrah,Eight Bells,Eight Bells 2013 8 Clones Red Willow Vineyard Syrah (Yakima Valley)
Francia,,86,15.0,Bordeaux,Bordeaux Rosé,,Rosé,Château Tassin,Château Tassin 2016 Rosé (Bordeaux Rosé)
Estados Unidos,,89,36.0,California,Napa Valley,Napa,Chardonnay,Patz & Hall,Patz & Hall 2005 Chardonnay (Napa Valley)
España,Pregón Verdejo,85,14.0,Northern Spain,Rueda,,Verdejo,Bodegas Riojanas,Bodegas Riojanas 2016 Pregón Verdejo Verdejo (Rueda)
Estados Unidos,Reserve,92,28.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Sextant,Sextant 2012 Reserve Chardonnay (Santa Lucia Highlands)
Estados Unidos,MJM,95,75.0,California,Santa Ynez Valley,Central Coast,Syrah,Dragonette,Dragonette 2013 MJM Syrah (Santa Ynez Valley)
Argentina,Phebus,85,12.0,Mendoza,Mendoza,,Malbec,Fabre Montmayou,Fabre Montmayou 2012 Phebus Malbec (Mendoza)
Estados Unidos,Chenoweth Ranch,93,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Patz & Hall,Patz & Hall 2012 Chenoweth Ranch Pinot Noir (Russian River Valley)
Italia,Bio,87,25.0,Lombardy,Lugana,,Turbiana,Perla del Garda,Perla del Garda 2016 Bio  (Lugana)
Estados Unidos,,86,42.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Sanford,Sanford 2010 Pinot Noir (Sta. Rita Hills)
Francia,Rouge Tradition,87,24.0,France Other,Arbois,,Ensamblaje Tinto,Domaine Rolet Père et Fils,Domaine Rolet Père et Fils 2009 Rouge Tradition Red (Arbois)
Estados Unidos,Cuvee Trudi Cuvee #10 Rosé,91,40.0,California,Potter Valley,,Champagne Ensamblaje,Saint Gregory,Saint Gregory NV Cuvee Trudi Cuvee #10 Rosé  (Potter Valley)
Italia,,87,20.0,Piedmont,Langhe,,Nebbiolo,Socré,Socré 2006 Nebbiolo (Langhe)
España,Sobre Lias,87,20.0,Northern Spain,Valdeorras,,Godello,Viña Somoza,Viña Somoza 2012 Sobre Lias Godello (Valdeorras)
Francia,Les Princes Abbés,87,,Alsace,Alsace,,Pinot Blanc,Domaines Schlumberger,Domaines Schlumberger 2010 Les Princes Abbés Pinot Blanc (Alsace)
Estados Unidos,,86,8.0,California,California,California Other,Pinot Grigio,Smoking Loon,Smoking Loon 2009 Pinot Grigio (California)
Francia,Le Petit Arthur,87,12.0,Languedoc-Roussillon,Minervois,,Ensamblaje Tinto Tipo Rhône,Château Cabezac,Château Cabezac 2008 Le Petit Arthur Red (Minervois)
Australia,,89,18.0,South Australia,Clare Valley,,Riesling,Pikes,Pikes 2002 Riesling (Clare Valley)
Portugal,Seleção do Enólogo,87,10.0,Dão,,,Portuguese White,Pedra Cancela,Pedra Cancela 2013 Seleção do Enólogo White (Dão)
Estados Unidos,,87,15.0,California,California,California Other,Cabernet Sauvignon,Tom Gore,Tom Gore 2014 Cabernet Sauvignon (California)
Italia,Io sono Gaia non sono Lucrezia,86,29.0,Central Italy,Offida Pecorino,,Pecorino,Le Caniette,Le Caniette 2011 Io sono Gaia non sono Lucrezia  (Offida Pecorino)
Estados Unidos,,86,8.0,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,Hogue,Hogue 2015 Gewürztraminer (Columbia Valley (WA))
Australia,Barking Mad,85,15.0,South Australia,Clare Valley,,Riesling,Reilly's,Reilly's 2007 Barking Mad Riesling (Clare Valley)
Estados Unidos,Sweetwater Springs Vineyard,91,45.0,California,Russian River Valley,Sonoma,Chardonnay,Brick & Mortar,Brick & Mortar 2015 Sweetwater Springs Vineyard Chardonnay (Russian River Valley)
España,,86,22.0,Northern Spain,Rueda,,Sauvignon Blanc,Blanco Nieva,Blanco Nieva 2014 Sauvignon Blanc (Rueda)
Italia,Riserva,91,,Tuscany,Chianti Classico,,Sangiovese,Castello di Fonterutoli,Castello di Fonterutoli 1998 Riserva  (Chianti Classico)
Francia,Cuvée de Flars,89,20.0,Southwest France,Marcillac,,Ensamblaje Tinto,Domaine Laurens,Domaine Laurens 2013 Cuvée de Flars  (Marcillac)
Austria,Pure,87,15.0,Burgenland,,,Zweigelt,Artisan Wines DI Franz Scheider,Artisan Wines DI Franz Scheider 2015 Pure Zweigelt (Burgenland)
Italia,,88,15.0,Tuscany,Chianti,,Ensamblaje Tinto,La Cignozza,La Cignozza 2011  Chianti
Estados Unidos,Sweet Red,84,7.0,California,California,California Other,Ensamblaje Tinto,Barefoot,Barefoot NV Sweet Red Red (California)
Estados Unidos,,94,29.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Robert Karl,Robert Karl 2005 Syrah (Columbia Valley (WA))
España,Gran Reserva Barrica Brut Nature,93,37.0,Catalonia,Cava,,Macabeo,Agustí Torelló Mata,Agustí Torelló Mata 2008 Gran Reserva Barrica Brut Nature Macabeo (Cava)
Francia,,93,84.0,Rhône Valley,Hermitage,,Ensamblaje Blanco Tipo Rhône,Tardieu-Laurent,Tardieu-Laurent 2013 White (Hermitage)
Estados Unidos,Black-Sears Vineyard,89,40.0,California,Howell Mountain,Napa,Zinfandel,V. Sattui,V. Sattui 2007 Black-Sears Vineyard Zinfandel (Howell Mountain)
Sudáfrica,,89,20.0,Bot River,,,Chenin Blanc,Beaumont,Beaumont 2016 Chenin Blanc (Bot River)
Italia,Bric' Micca,89,46.0,Piedmont,Barbaresco,,Nebbiolo,Dante Rivetti,Dante Rivetti 2014 Bric' Micca  (Barbaresco)
Estados Unidos,Reed,96,70.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera,Calera 2013 Reed Pinot Noir (Mt. Harlan)
Chile,Geiser Tatio Reserve,84,12.0,Valle de Maule,,,Sauvignon Blanc,Viña San Vicente,Viña San Vicente 2013 Geiser Tatio Reserve Sauvignon Blanc (Maule Valley)
Estados Unidos,Shake Ridge Vineyards,90,38.0,California,Amador County,Sierra Foothills,Tempranillo,Yorba,Yorba 2007 Shake Ridge Vineyards Tempranillo (Amador County)
España,Gran Brut,86,14.0,Catalonia,Cava,,Sparkling Blend,Castillo Rocio,Castillo Rocio NV Gran Brut Sparkling (Cava)
Chile,Reserva,88,12.0,Valle de Colchagua,,,Sauvignon Blanc,Casa Silva,Casa Silva 2011 Reserva Sauvignon Blanc (Colchagua Valley)
Francia,Clos des Rois Premier Cru,86,,Burgundy,Maranges,,Pinot Noir,Jean-Luc and Paul Aegerter,Jean-Luc and Paul Aegerter 2012 Clos des Rois Premier Cru  (Maranges)
Estados Unidos,Rosella's Vineyard,87,50.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Loring Wine Company,Loring Wine Company 2006 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands)
Australia,,90,21.0,Western Australia,Great Southern,,Chardonnay,Plantagenet,Plantagenet 2013 Chardonnay (Great Southern)
Estados Unidos,,86,14.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Kudos,Kudos 2015 Pinot Gris (Willamette Valley)
Italia,Litra,92,77.0,Sicily & Sardinia,Sicilia,,Cabernet Sauvignon,Abbazia Santa Anastasia,Abbazia Santa Anastasia 2005 Litra Cabernet Sauvignon (Sicilia)
Francia,,85,54.0,Burgundy,Pernand-Vergelesses,,Chardonnay,Jean-Luc and Paul Aegerter,Jean-Luc and Paul Aegerter 2012  Pernand-Vergelesses
Italia,,84,15.0,Southern Italy,Salento,,Negroamaro,Masserie Pisari,Masserie Pisari 2006 Negroamaro (Salento)
Francia,Premières Grives,91,17.0,Southwest France,Côtes de Gascogne,,Gros Manseng,Domaine du Tariquet,Domaine du Tariquet 2014 Premières Grives Gros Manseng (Côtes de Gascogne)
Francia,,86,44.0,Burgundy,Nuits-St.-Georges,,Pinot Noir,Henri de Villamont,Henri de Villamont 2005  Nuits-St.-Georges
Austria,Kirchholz Alte Reben,92,39.0,Mittelburgenland,,,Blaufränkisch,Weninger,Weninger 2012 Kirchholz Alte Reben Blaufränkisch (Mittelburgenland)
Estados Unidos,Ritchie Vineyard,87,24.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Carica,Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley)
Estados Unidos,,94,55.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Feather,Feather 2008 Cabernet Sauvignon (Columbia Valley (WA))
Italia,Poggio della Costa,86,20.0,Central Italy,Civitella d'Agliano,,Grechetto,Sergio Mottura,Sergio Mottura 2005 Poggio della Costa  (Civitella d'Agliano)
España,Crianza,88,19.0,Northern Spain,Rioja,,Tempranillo Ensamblaje,Marques de Tomares,Marques de Tomares 2006 Crianza  (Rioja)
Estados Unidos,Flat Rock Ranch,96,105.0,California,Yountville,Napa,Cabernet Sauvignon,Laird,Laird 2010 Flat Rock Ranch Cabernet Sauvignon (Yountville)
Italia,Il Lugana Biologico,89,22.0,Lombardy,Lugana,,Turbiana,Pasini San Giovanni,Pasini San Giovanni 2015 Il Lugana Biologico  (Lugana)
Estados Unidos,Whitton Vineyard,88,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Lost Canyon,Lost Canyon 2010 Whitton Vineyard Pinot Noir (Russian River Valley)
Francia,Vieilles Vignes,91,40.0,Rhône Valley,Crozes-Hermitage,,Syrah,Tardieu-Laurent,Tardieu-Laurent 2013 Vieilles Vignes  (Crozes-Hermitage)
Argentina,Gran Corte,92,60.0,Mendoza,Valle de Uco,,Bordeaux-style Red Blend,Serca,Serca 2013 Gran Corte Red (Valle de Uco)
Australia,Memsie Sauvignon Blanc Semillon Roussanne Chardonnay,83,14.0,Victoria,Bendigo,,Ensamblaje Blanco,Water Wheel,Water Wheel 2006 Memsie Sauvignon Blanc Semillon Roussanne Chardonnay White (Bendigo)
Italia,I Cantoni,88,30.0,Veneto,Valpolicella Classico Superiore,,"Corvina, Rondinella, Molinara",Novaia,Novaia 2008 I Cantoni  (Valpolicella Classico Superiore)
Estados Unidos,Stanly Ranch,89,54.0,California,Carneros,Napa-Sonoma,Pinot Noir,Saintsbury,Saintsbury 2010 Stanly Ranch Pinot Noir (Carneros)
Italia,Flors di Uis,92,39.0,Northeastern Italy,Friuli Isonzo,,Ensamblaje Blanco,Vie di Romans,Vie di Romans 2009 Flors di Uis White (Friuli Isonzo)
Estados Unidos,Estate Grown Dry,85,30.0,California,Napa Valley,Napa,Fumé Blanc,Grgich Hills,Grgich Hills 2010 Estate Grown Dry Fumé Blanc (Napa Valley)
España,Terra de Fic 2,90,,Catalonia,Priorat,,Ensamblaje Tinto,Ferré I Catasús,Ferré I Catasús 2008 Terra de Fic 2 Red (Priorat)
Alemania,Underdog Dry,88,15.0,Mosel,,,Ensamblaje Tinto,Von Schleinitz,Von Schleinitz 2015 Underdog Dry Red (Mosel)
Nueva Zelanda,,90,17.0,Marlborough,,,Sauvignon Blanc,Mount Nelson,Mount Nelson 2008 Sauvignon Blanc (Marlborough)
Alemania,,89,10.0,Mosel,,,Riesling,Nein Lives,Nein Lives 2011 Riesling (Mosel)
Estados Unidos,Tapteil Vineyard Reserve,92,50.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Tamarack Cellars,Tamarack Cellars 2012 Tapteil Vineyard Reserve Red (Red Mountain)
Chile,La Joya Gran Reserva,87,15.0,Valle de Colchagua,,,Viognier,Viña Bisquertt,Viña Bisquertt 2013 La Joya Gran Reserva Viognier (Colchagua Valley)
Italia,Bricco Visette,91,80.0,Piedmont,Barolo,,Nebbiolo,Attilio Ghisolfi,Attilio Ghisolfi 2005 Bricco Visette  (Barolo)
Estados Unidos,,93,225.0,California,Napa Valley,Napa,Cabernet Sauvignon,Villa del Lago,Villa del Lago 2008 Cabernet Sauvignon (Napa Valley)
Italia,,93,50.0,Tuscany,Brunello di Montalcino,,Sangiovese,Col di Lamo,Col di Lamo 2010  Brunello di Montalcino
Italia,Perdaudin,91,30.0,Piedmont,Roero,,Arneis,Negro Angelo e Figli,Negro Angelo e Figli 2014 Perdaudin  (Roero)
Bulgaria,Petit Enira,90,13.0,Thracian Valley,,,Merlot,Bessa,Bessa 2010 Petit Enira Merlot (Thracian Valley)
Italia,Gli Archi,88,50.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Corte Archi,Corte Archi 2008 Gli Archi  (Amarone della Valpolicella Classico)
Portugal,Caiado,86,,Alentejano,,,Portuguese White,Adega Mayor,Adega Mayor 2011 Caiado White (Alentejano)
Francia,Frisson d'Automne,86,15.0,Southwest France,Côtes de Gascogne,,Gros and Petit Manseng,Domaine Guillaman,Domaine Guillaman 2015 Frisson d'Automne White (Côtes de Gascogne)
Estados Unidos,Complexity,88,45.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Amizetta,Amizetta 2010 Complexity Red (Napa Valley)
Austria,Süssenberg Federspiel,90,22.0,Wachau,,,Grüner Veltliner,Eder,Eder 2015 Süssenberg Federspiel Grüner Veltliner (Wachau)
Israel,Fusion,90,14.0,Galilee,,,Bordeaux-style Red Blend,Segal's,Segal's 2013 Fusion Red (Galilee)
Estados Unidos,Estate Club,87,32.0,Virginia,Virginia,,Merlot,Veramar,Veramar 2008 Estate Club Merlot (Virginia)
Estados Unidos,Old Hill Ranch,87,34.0,California,Sonoma Valley,Sonoma,Zinfandel,Bucklin,Bucklin 2005 Old Hill Ranch Zinfandel (Sonoma Valley)
Estados Unidos,Musqué,90,20.0,California,Central Coast,,Sauvignon Blanc,Buttonwood,Buttonwood 2015 Musqué Sauvignon Blanc
Portugal,Vinhas Altas Reserva,86,10.0,Tejo,,,Syrah,Enoport,Enoport 2013 Vinhas Altas Reserva Syrah (Tejo)
Estados Unidos,,87,25.0,Virginia,Monticello,,Sauvignon Blanc,Veritas,Veritas 2015 Sauvignon Blanc (Monticello)
Italia,Montevetrano,92,80.0,Southern Italy,Campania,,Ensamblaje Tinto,Montevetrano,Montevetrano 2009 Montevetrano Red (Campania)
España,,89,20.0,Galicia,Rías Baixas,,Albariño,Valtea,Valtea 2010 Albariño (Rías Baixas)
Francia,,91,13.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Sénéjac,Château Sénéjac 2014  Haut-Médoc
Estados Unidos,San Andreas Red,92,49.0,California,Santa Cruz Mountains,Central Coast,Bordeaux-style Red Blend,Black Ridge,Black Ridge 2007 San Andreas Red Red (Santa Cruz Mountains)
Francia,Sables d'Azur,87,14.0,Provence,Côtes de Provence,,Rosé,Château Gassier,Château Gassier 2011 Sables d'Azur Rosé (Côtes de Provence)
Estados Unidos,,87,20.0,California,Santa Clara Valley,Central Coast,Chardonnay,Sarah's Vineyard,Sarah's Vineyard 2014 Chardonnay (Santa Clara Valley)
Francia,Comtes de Champagne Blanc de Blancs Brut,94,171.0,Champagne,Champagne,,Chardonnay,Taittinger,Taittinger 2002 Comtes de Champagne Blanc de Blancs Brut Chardonnay (Champagne)
Estados Unidos,Monte Dulce Sangiovese,86,14.0,Washington,Yakima Valley,Columbia Valley,Rosé,Chandler Reach,Chandler Reach 2007 Monte Dulce Sangiovese Rosé (Yakima Valley)
Estados Unidos,,86,32.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Frenchman's Gulch,Frenchman's Gulch 2009 Cabernet Sauvignon (Washington)
Australia,GSM Grenache-Shiraz-Mourvèdre,88,8.0,South Australia,South Australia,,G-S-M,Oxford Landing,Oxford Landing 2007 GSM Grenache-Shiraz-Mourvèdre G-S-M (South Australia)
Austria,Vom Kiesel,92,,Burgenland,,,St. Laurent,Strehn,Strehn 2015 Vom Kiesel St. Laurent (Burgenland)
Francia,Monnières-Saint-Fiacre,83,29.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Domaine Claude Branger,Domaine Claude Branger 2009 Monnières-Saint-Fiacre  (Muscadet Sèvre et Maine)
Francia,Cordon Rouge Brut,87,40.0,Champagne,Champagne,,Champagne Ensamblaje,G. H. Mumm,G. H. Mumm NV Cordon Rouge Brut  (Champagne)
Estados Unidos,The Poet,94,65.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,M. Cosentino,M. Cosentino 1997 The Poet Red (Napa Valley)
Francia,Grande Cuvée Blanc de Blancs Brut,84,20.0,France Other,Vin Mousseux,,Sparkling Blend,Le Grand Courtage,Le Grand Courtage NV Grande Cuvée Blanc de Blancs Brut Sparkling (Vin Mousseux)
Estados Unidos,Reserve,86,30.0,Virginia,Virginia,,Cabernet Franc,Fox Meadow,Fox Meadow 2011 Reserve Cabernet Franc (Virginia)
Estados Unidos,McKinley Springs Vineyard,90,35.0,Washington,Horse Heaven Hills,Columbia Valley,Mourvèdre,Robert Ramsay,Robert Ramsay 2009 McKinley Springs Vineyard Mourvèdre (Horse Heaven Hills)
España,Cuvée,87,15.0,Levante,Jumilla,,Monastrell,Finca Hispana,Finca Hispana 2012 Cuvée Monastrell (Jumilla)
Estados Unidos,Praying Mantis,88,36.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Watermill,Watermill 2012 Praying Mantis Syrah (Walla Walla Valley (OR))
Alemania,Hochheimer Kirchenstück Trocken GG Erste Lage,93,52.0,Rheingau,,,Riesling,Domdechant Werner,Domdechant Werner 2012 Hochheimer Kirchenstück Trocken GG Erste Lage Riesling (Rheingau)
Estados Unidos,,87,7.0,California,California,California Other,Sauvignon Blanc,Barefoot Cellars,Barefoot Cellars NV Sauvignon Blanc (California)
España,La Goya,88,16.0,Andalucía,Manzanilla-Sanlúcar de Barrameda,,Sherry,Delgado Zuleta,Delgado Zuleta NV La Goya Sherry (Manzanilla-Sanlúcar de Barrameda)
Estados Unidos,Baldwin Family Reserve,91,70.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,De Ponte Cellars,De Ponte Cellars 2006 Baldwin Family Reserve Pinot Noir (Dundee Hills)
Estados Unidos,T bar T Cuvée R,90,19.0,California,Alexander Valley,Sonoma,Ensamblaje Blanco,Iron Horse,Iron Horse 2001 T bar T Cuvée R White (Alexander Valley)
España,Brut,86,10.0,Catalonia,Cava,,Sparkling Blend,Segura Viudas,Segura Viudas NV Brut Sparkling (Cava)
Nueva Zelanda,,84,13.0,Marlborough,,,Sauvignon Blanc,Kato,Kato 2009 Sauvignon Blanc (Marlborough)
Estados Unidos,,88,10.0,California,California,California Other,Cabernet Sauvignon,Dark Horse,Dark Horse 2013 Cabernet Sauvignon (California)
Austria,Kremser Pfaffenberg Reserve,90,25.0,Kremstal,,,Riesling,Winzer Krems,Winzer Krems 2010 Kremser Pfaffenberg Reserve Riesling (Kremstal)
Italia,Riserva,87,33.0,Tuscany,Chianti Classico,,Ensamblaje Tinto,Podere Capaccia,Podere Capaccia 2011 Riserva  (Chianti Classico)
Argentina,,85,10.0,Mendoza,Mendoza,,Bonarda,Andean Sky,Andean Sky 2007 Bonarda (Mendoza)
Estados Unidos,Searby Vineyard,87,55.0,California,Russian River Valley,Sonoma,Chardonnay,Migration,Migration 2012 Searby Vineyard Chardonnay (Russian River Valley)
Estados Unidos,Red Wine,90,25.0,Oregon,Rogue Valley,Southern Oregon,Ensamblaje Tinto,Velocity,Velocity 2006 Red Wine Red (Rogue Valley)
España,Oloroso Single Vintage Single Vineyard,92,155.0,Andalucía,Jerez,,Sherry,Bodegas Hidalgo,Bodegas Hidalgo 1986 Oloroso Single Vintage Single Vineyard Sherry (Jerez)
Francia,Jovly,83,13.0,Loire Valley,Vouvray,,Chenin Blanc,Caves du Val de France,Caves du Val de France 2007 Jovly  (Vouvray)
Italia,25 Anni,95,100.0,Central Italy,Montefalco Sagrantino,,Sagrantino,Arnaldo Caprai,Arnaldo Caprai 2010 25 Anni  (Montefalco Sagrantino)
Italia,,88,28.0,Tuscany,Colli della Toscana Centrale,,Syrah,Piazzano,Piazzano 2009 Syrah (Colli della Toscana Centrale)
Francia,Les Chaillots Premier Cru,91,90.0,Burgundy,Aloxe-Corton,,Pinot Noir,Louis Latour,Louis Latour 2014 Les Chaillots Premier Cru  (Aloxe-Corton)
Italia,Rosa,87,31.0,Northeastern Italy,Delle Venezie,,Moscato,Marco Felluga,Marco Felluga 2004 Rosa Moscato (Delle Venezie)
Italia,Salisire Bianco,90,28.0,Sicily & Sardinia,Etna,,Carricante,Vivera,Vivera 2011 Salisire Bianco  (Etna)
Chile,Gran Reserva,83,15.0,Valle de Casablanca,,,Chardonnay,Indomita,Indomita 2014 Gran Reserva Chardonnay (Casablanca Valley)
